survey_organization,party_affiliation,start_date,end_date,survey_method,survey_question,survey_population,survey_sample,approve_percent,disapprove_percent,undecided_percent,margin_of_error
Rasmussen,None,2009-03-26,2009-03-28,Automated Phone,,Likely Voters,1500,58,41,,3
USA Today/Gallup,None,2009-03-27,2009-03-29,Live Phone,,Adults,1007,64,30,6,3
Gallup,None,2009-03-27,2009-03-29,Live Phone,,Adults,1500,60,30,,3
Rasmussen,None,2009-03-27,2009-03-29,Automated Phone,,Likely Voters,1500,58,40,,3
Gallup,None,2009-03-28,2009-03-30,Live Phone,,Adults,1500,59,30,,3
Rasmussen,None,2009-03-28,2009-03-30,Automated Phone,,Likely Voters,1500,59,39,,3
Gallup,None,2009-03-29,2009-03-31,Live Phone,,Adults,1500,60,29,,3
Rasmussen,None,2009-03-29,2009-03-31,Automated Phone,,Likely Voters,1500,57,41,,3
Gallup,None,2009-03-30,2009-04-05,Live Phone,,Adults (Democrats),,90,,,
Gallup,None,2009-03-30,2009-04-05,Live Phone,,Adults (Republicans),,27,,,
Gallup,None,2009-03-30,2009-04-05,Live Phone,,Adults (Independents),,60,,,
Gallup,None,2009-03-30,2009-04-01,Live Phone,,Adults,1500,61,29,,3
Rasmussen,None,2009-03-30,2009-04-01,Automated Phone,,Likely Voters,1500,56,44,,3
Pew,None,2009-03-31,2009-04-06,Live Phone,,Adults,1506,61,26,13,3
Pew,None,2009-03-31,2009-04-06,Live Phone,,Adults (Democrats),460,91,3,,5.5
Pew,None,2009-03-31,2009-04-06,Live Phone,,Adults (Republicans),358,29,60,,6
Pew,None,2009-03-31,2009-04-06,Live Phone,,Adults (Independents),616,56,27,,4.5
Gallup,None,2009-03-31,2009-04-02,Live Phone,,Adults,1500,62,28,,3
Rasmussen,None,2009-03-31,2009-04-02,Automated Phone,,Likely Voters,1500,56,44,,3
FOX,None,2009-03-31,2009-04-01,Live Phone,,Registered Voters,900,58,32,9,3
FOX,None,2009-03-31,2009-04-01,Live Phone,,Registered Voters (Democrats),377,90,5,5,5
FOX,None,2009-03-31,2009-04-01,Live Phone,,Registered Voters (Republicans),294,23,66,11,6
FOX,None,2009-03-31,2009-04-01,Live Phone,,Registered Voters (Independents),183,52,35,13,7
CBS/Times,None,2009-04-01,2009-04-05,Live Phone,,Adults,998,66,24,10,3
CBS/Times,None,2009-04-01,2009-04-05,Live Phone,,Adults (Democrats),349,89,7,4,
CBS/Times,None,2009-04-01,2009-04-05,Live Phone,,Adults (Republicans),264,31,54,15,
CBS/Times,None,2009-04-01,2009-04-05,Live Phone,,Adults (Independents),385,63,24,13,
Marist College,None,2009-04-01,2009-04-03,Live Phone,,Registered Voters,928,56,30,14,3.5
Marist College,None,2009-04-01,2009-04-03,Live Phone,,Registered Voters (Democrats),,88,4,8,
Marist College,None,2009-04-01,2009-04-03,Live Phone,,Registered Voters (Republicans),,25,59,16,
Marist College,None,2009-04-01,2009-04-03,Live Phone,,Registered Voters (Independents),,53,28,20,
Gallup,None,2009-04-01,2009-04-03,Live Phone,,Adults,1500,63,27,,3
Rasmussen,None,2009-04-01,2009-04-03,Automated Phone,,Likely Voters,1500,56,43,,3
Ipsos/McClatchy,None,2009-04-02,2009-04-06,Live Phone,,Adults,1138,63,33,4,2.9
Ipsos/McClatchy,None,2009-04-02,2009-04-06,Live Phone,,Adults (Democrats),565,91,6,3,
Ipsos/McClatchy,None,2009-04-02,2009-04-06,Live Phone,,Adults (Republicans),422,26,72,2,
Ipsos/McClatchy,None,2009-04-02,2009-04-06,Live Phone,,Adults (Independents),151,57,29,12,
Gallup,None,2009-04-02,2009-04-04,Live Phone,,Adults,1500,62,27,,3
Rasmussen,None,2009-04-02,2009-04-04,Automated Phone,,Likely Voters,1500,56,43,,3
Gallup,None,2009-04-03,2009-04-05,Live Phone,,Adults,1500,61,27,,3
CNN,None,2009-04-03,2009-04-05,Live Phone,,Adults,1023,66,30,3,3
Rasmussen,None,2009-04-03,2009-04-05,Automated Phone,,Likely Voters,1500,58,41,,3
Gallup,None,2009-04-04,2009-04-06,Live Phone,,Adults,1500,61,28,,3
Rasmussen,None,2009-04-04,2009-04-06,Automated Phone,,Likely Voters,1500,58,41,,3
Gallup,None,2009-04-05,2009-04-07,Live Phone,,Adults,1500,60,28,,3
Rasmussen,None,2009-04-05,2009-04-07,Automated Phone,,Likely Voters,1500,57,42,,3
Gallup,None,2009-04-06,2009-04-12,Live Phone,,Adults (Democrats),,89,,,
Gallup,None,2009-04-06,2009-04-12,Live Phone,,Adults (Republicans),,25,,,
Gallup,None,2009-04-06,2009-04-12,Live Phone,,Adults (Independents),,60,,,
Gallup,None,2009-04-06,2009-04-08,Live Phone,,Adults,1500,59,29,,3
Rasmussen,None,2009-04-06,2009-04-08,Automated Phone,,Likely Voters,1500,55,44,,3
Gallup,None,2009-04-07,2009-04-09,Live Phone,,Adults,1500,60,28,,3
Rasmussen,None,2009-04-07,2009-04-09,Automated Phone,,Likely Voters,1500,55,44,,3
Allstate/National Journal,None,2009-04-08,2009-04-14,Live Phone,,Adults,1200,61,28,11,2.8
Cook/RT,Republican,2009-04-08,2009-04-11,Live Phone,,Registered Voters,833,60,30,10,3.4
Cook/RT,Republican,2009-04-08,2009-04-11,Live Phone,,Registered Voters (Democrats),250,90,5,6,4.9
Cook/RT,Republican,2009-04-08,2009-04-11,Live Phone,,Registered Voters (Republicans),277,30,59,11,5.5
Cook/RT,Republican,2009-04-08,2009-04-11,Live Phone,,Registered Voters (Independents),259,55,30,15,
Gallup,None,2009-04-08,2009-04-10,Live Phone,,Adults,1500,62,28,,3
Rasmussen,None,2009-04-08,2009-04-10,Automated Phone,,Likely Voters,1500,55,43,,3
Gallup,None,2009-04-09,2009-04-11,Live Phone,,Adults,1500,62,28,,3
Rasmussen,None,2009-04-09,2009-04-11,Automated Phone,,Likely Voters,1500,55,44,,3
Gallup,None,2009-04-10,2009-04-13,Live Phone,,Adults,1500,62,29,,3
Rasmussen,None,2009-04-10,2009-04-12,Automated Phone,,Likely Voters,1500,55,44,,3
Gallup,None,2009-04-11,2009-04-14,Live Phone,,Adults,1500,63,28,,3
Rasmussen,None,2009-04-11,2009-04-13,Automated Phone,,Likely Voters,1500,55,44,,3
Rasmussen,None,2009-04-12,2009-04-14,Automated Phone,,Likely Voters,1500,55,44,,3
Harris (Internet),None,2009-04-13,2009-04-21,Internet,,Adults,2401,58,42,,
Harris (Internet),None,2009-04-13,2009-04-21,Internet,,Adults (Democrats),,87,13,,
Harris (Internet),None,2009-04-13,2009-04-21,Internet,,Adults (Republicans),,22,78,,
Harris (Internet),None,2009-04-13,2009-04-21,Internet,,Adults (Independents),,58,42,,
Gallup,None,2009-04-13,2009-04-19,Live Phone,,Adults (Democrats),,91,,,
Gallup,None,2009-04-13,2009-04-19,Live Phone,,Adults (Republicans),,28,,,
Gallup,None,2009-04-13,2009-04-19,Live Phone,,Adults (Independents),,58,,,
Resurgent Republic (R),Republican,2009-04-13,2009-04-16,Live Phone,,Registered Voters,1000,61,32,7,3.1
Resurgent Republic (R),Republican,2009-04-13,2009-04-16,Live Phone,,Registered Voters (Democrats),334,92,5,3,5.4
Resurgent Republic (R),Republican,2009-04-13,2009-04-16,Live Phone,,Registered Voters (Republicans),289,25,66,8,5.8
Resurgent Republic (R),Republican,2009-04-13,2009-04-16,Live Phone,,Registered Voters (Independents),349,59,32,10,5.3
Zogby (Internet),None,2009-04-13,2009-04-15,Internet,,Likely Voters,3156,52,47,,1.8
Gallup,None,2009-04-13,2009-04-15,Live Phone,,Adults,1500,62,30,,3
Rasmussen,None,2009-04-13,2009-04-15,Automated Phone,,Likely Voters,1500,55,43,,3
Pew,None,2009-04-14,2009-04-21,Live Phone,,Adults,1507,63,26,11,3
Pew,None,2009-04-14,2009-04-21,Live Phone,,Adults (Democrats),476,93,4,3,5
Pew,None,2009-04-14,2009-04-21,Live Phone,,Adults (Republicans),377,30,56,14,6
Pew,None,2009-04-14,2009-04-21,Live Phone,,Adults (Independents),568,58,27,15,5
Gallup,None,2009-04-14,2009-04-16,Live Phone,,Adults,1500,62,30,,3
Rasmussen,None,2009-04-14,2009-04-16,Automated Phone,,Likely Voters,1500,55,43,,3
Gallup,None,2009-04-15,2009-04-17,Live Phone,,Adults,1500,61,31,,3
Rasmussen,None,2009-04-15,2009-04-17,Automated Phone,,Likely Voters,1500,55,44,,3
AP-GFK,None,2009-04-16,2009-04-20,Live Phone,,Adults,1000,64,30,5,3.1
Gallup,None,2009-04-16,2009-04-18,Live Phone,,Adults,1500,62,29,,3
Rasmussen,None,2009-04-16,2009-04-18,Automated Phone,,Likely Voters,1500,55,44,,3
ARG,None,2009-04-17,2009-04-20,Live Phone,,Adults,1100,57,38,5,2.6
ARG,None,2009-04-17,2009-04-20,Live Phone,,Adults (Democrats),495,89,6,,
ARG,None,2009-04-17,2009-04-20,Live Phone,,Adults (Republicans),352,17,79,,
ARG,None,2009-04-17,2009-04-20,Live Phone,,Adults (Independents),253,53,41,,
PPP (D),Democrat,2009-04-17,2009-04-19,Automated Phone,,Registered Voters,686,53,41,6,3.7
PPP (D),Democrat,2009-04-17,2009-04-19,Automated Phone,,Registered Voters (Democrats),,82,13,4,
PPP (D),Democrat,2009-04-17,2009-04-19,Automated Phone,,Registered Voters (Republicans),,18,77,6,
PPP (D),Democrat,2009-04-17,2009-04-19,Automated Phone,,Registered Voters (Independents),,54,38,8,
Gallup,None,2009-04-17,2009-04-19,Live Phone,,Adults,1500,63,28,,3
Rasmussen,None,2009-04-17,2009-04-19,Automated Phone,,Likely Voters,1500,55,45,,3
Gallup,None,2009-04-18,2009-04-20,Live Phone,,Adults,1500,63,28,,3
Rasmussen,None,2009-04-18,2009-04-20,Automated Phone,,Likely Voters,1500,54,45,,3
Public Opinion Strategies (R),Republican,2009-04-19,2009-04-21,Live Phone,,Likely Voters,800,63,32,5,3.5
Gallup,None,2009-04-19,2009-04-21,Live Phone,,Adults,1500,64,28,,3
Rasmussen,None,2009-04-19,2009-04-21,Automated Phone,,Likely Voters,1500,54,46,,3
Gallup,None,2009-04-20,2009-04-26,Live Phone,,Adults (Democrats),,92,,,
Gallup,None,2009-04-20,2009-04-26,Live Phone,,Adults (Republicans),,28,,,
Gallup,None,2009-04-20,2009-04-26,Live Phone,,Adults (Independents),,64,,,
Gallup,None,2009-04-20,2009-04-22,Live Phone,,Adults,1500,65,29,,3
Rasmussen,None,2009-04-20,2009-04-22,Automated Phone,,Likely Voters,1500,55,44,,3
Quinnipiac,None,2009-04-21,2009-04-27,Live Phone,,Registered Voters,2041,58,30,12,2.2
Quinnipiac,None,2009-04-21,2009-04-27,Live Phone,,Registered Voters (Democrats),,90,4,6,
Quinnipiac,None,2009-04-21,2009-04-27,Live Phone,,Registered Voters (Republicans),,26,59,15,
Quinnipiac,None,2009-04-21,2009-04-27,Live Phone,,Registered Voters (Independents),,53,33,14,
ABC/Post,None,2009-04-21,2009-04-24,Live Phone,,Adults,1072,69,26,4,3
ABC/Post,None,2009-04-21,2009-04-24,Live Phone,,Adults (Democrats),,93,4,,
ABC/Post,None,2009-04-21,2009-04-24,Live Phone,,Adults (Republicans),,36,59,,
ABC/Post,None,2009-04-21,2009-04-24,Live Phone,,Adults (Independents),,67,28,,
Marist College,None,2009-04-21,2009-04-23,Live Phone,,Registered Voters,975,55,31,14,3.5
Marist College,None,2009-04-21,2009-04-23,Live Phone,,Registered Voters (Democrats),,85,8,8,
Marist College,None,2009-04-21,2009-04-23,Live Phone,,Registered Voters (Republicans),,16,63,21,
Marist College,None,2009-04-21,2009-04-23,Live Phone,,Registered Voters (Independents),,54,30,16,
Gallup,None,2009-04-21,2009-04-23,Live Phone,,Adults,1500,65,28,,3
Rasmussen,None,2009-04-21,2009-04-23,Automated Phone,,Likely Voters,1500,55,44,,3
CBS/Times,None,2009-04-22,2009-04-26,Live Phone,,Adults,973,68,23,9,3
CBS/Times,None,2009-04-22,2009-04-26,Live Phone,,Adults (Democrats),411,91,3,6,
CBS/Times,None,2009-04-22,2009-04-26,Live Phone,,Adults (Republicans),217,31,57,12,
CBS/Times,None,2009-04-22,2009-04-26,Live Phone,,Adults (Independents),345,65,24,11,
Gallup,None,2009-04-22,2009-04-24,Live Phone,,Adults,1500,66,27,,3
Rasmussen,None,2009-04-22,2009-04-24,Automated Phone,,Likely Voters,1500,56,43,,3
FOX,None,2009-04-22,2009-04-23,Live Phone,,Registered Voters,900,62,29,8,3
FOX,None,2009-04-22,2009-04-23,Live Phone,,Registered Voters (Democrats),375,92,4,4,5
FOX,None,2009-04-22,2009-04-23,Live Phone,,Registered Voters (Republicans),270,24,66,10,6
FOX,None,2009-04-22,2009-04-23,Live Phone,,Registered Voters (Independents),194,57,29,14,7
Diageo/Hotline,None,2009-04-23,2009-04-26,Live Phone,,Registered Voters,800,62,33,6,3.5
Diageo/Hotline,None,2009-04-23,2009-04-26,Live Phone,,Registered Voters (Democrats),272,92,3,5,
Diageo/Hotline,None,2009-04-23,2009-04-26,Live Phone,,Registered Voters (Republicans),216,31,66,3,
Diageo/Hotline,None,2009-04-23,2009-04-26,Live Phone,,Registered Voters (Independents),272,48,37,6,
NBC/WSJ,None,2009-04-23,2009-04-26,Live Phone,,Adults,1005,61,30,9,3.1
CNN,None,2009-04-23,2009-04-26,Live Phone,,Adults,2019,63,33,5,2
Gallup,None,2009-04-23,2009-04-25,Live Phone,,Adults,1500,65,29,,3
Rasmussen,None,2009-04-23,2009-04-25,Automated Phone,,Likely Voters,1500,54,45,,3
Gallup,None,2009-04-24,2009-04-26,Live Phone,,Adults,1500,65,29,,3
Rasmussen,None,2009-04-24,2009-04-26,Automated Phone,,Likely Voters,1500,55,44,,3
Gallup,None,2009-04-25,2009-04-27,Live Phone,,Adults,1500,63,31,,3
Rasmussen,None,2009-04-25,2009-04-27,Automated Phone,,Likely Voters,1500,56,43,,3
YouGov/Economist,None,2009-04-26,2009-04-28,Internet,,Adults,1000,59,36,5,
YouGov/Economist,None,2009-04-26,2009-04-28,Internet,,Adults (Democrats),397,91,6,3,
YouGov/Economist,None,2009-04-26,2009-04-28,Internet,,Adults (Republicans),248,22,74,4,
YouGov/Economist,None,2009-04-26,2009-04-28,Internet,,Adults (Independents),311,52,42,6,
Gallup,None,2009-04-26,2009-04-28,Live Phone,,Adults,1500,63,31,,3
Rasmussen,None,2009-04-26,2009-04-28,Automated Phone,,Likely Voters,1500,55,43,,3
Gallup,None,2009-04-27,2009-05-03,Live Phone,,Adults (Democrats),,93,,,
Gallup,None,2009-04-27,2009-05-03,Live Phone,,Adults (Republicans),,31,,,
Gallup,None,2009-04-27,2009-05-03,Live Phone,,Adults (Independents),,61,,,
Gallup,None,2009-04-27,2009-04-29,Live Phone,,Adults,1500,63,31,,3
Rasmussen,None,2009-04-27,2009-04-29,Automated Phone,,Likely Voters,1500,54,45,,3
SurveyUSA,None,2009-04-27,2009-04-27,Automated Phone,,Adults,1200,58,38,4,2.9
Zogby (Internet),None,2009-04-28,2009-04-30,Internet,,Likely Voters,3367,54,45,,1.7
Gallup,None,2009-04-28,2009-04-30,Live Phone,,Adults,1500,65,29,,3
Rasmussen,None,2009-04-28,2009-04-30,Automated Phone,,Likely Voters,1500,54,45,,3
Gallup,None,2009-04-29,2009-05-01,Live Phone,,Adults,1500,67,28,,3
Rasmussen,None,2009-04-29,2009-05-01,Automated Phone,,Likely Voters,1500,54,45,,3
Ipsos/McClatchy,None,2009-04-30,2009-05-03,Live Phone,,Adults,1004,65,31,3,3.1
Gallup,None,2009-04-30,2009-05-02,Live Phone,,Adults,1500,68,26,,3
Rasmussen,None,2009-04-30,2009-05-02,Automated Phone,,Likely Voters,1500,56,43,,3
Gallup,None,2009-05-01,2009-05-03,Live Phone,,Adults,1500,67,27,,3
Rasmussen,None,2009-05-01,2009-05-03,Automated Phone,,Likely Voters,1500,57,43,,3
Gallup,None,2009-05-02,2009-05-04,Live Phone,,Adults,1500,67,27,,3
Rasmussen,None,2009-05-02,2009-05-04,Automated Phone,,Likely Voters,1500,56,43,,3
YouGov/Economist,None,2009-05-03,2009-05-05,Internet,,Adults,1000,56,39,5,4.8
YouGov/Economist,None,2009-05-03,2009-05-05,Internet,,Adults (Democrats),374,86,10,3,
YouGov/Economist,None,2009-05-03,2009-05-05,Internet,,Adults (Republicans),264,17,80,3,
YouGov/Economist,None,2009-05-03,2009-05-05,Internet,,Adults (Independents),310,59,37,4,
Gallup,None,2009-05-03,2009-05-05,Live Phone,,Adults,1500,66,27,,3
Rasmussen,None,2009-05-03,2009-05-05,Automated Phone,,Likely Voters,1500,57,43,,3
Gallup,None,2009-05-04,2009-05-10,Live Phone,,Adults (Democrats),,91,,,
Gallup,None,2009-05-04,2009-05-10,Live Phone,,Adults (Republicans),,31,,,
Gallup,None,2009-05-04,2009-05-10,Live Phone,,Adults (Independents),,66,,,
Gallup,None,2009-05-04,2009-05-06,Live Phone,,Adults,1500,67,26,,3
Rasmussen,None,2009-05-04,2009-05-06,Automated Phone,,Likely Voters,1500,57,43,,3
Moore (R),Republican,2009-05-05,2009-05-07,Live Phone,,Registered Voters,800,60,30,10,
Gallup,None,2009-05-05,2009-05-07,Live Phone,,Adults,1500,66,28,,3
Rasmussen,None,2009-05-05,2009-05-07,Automated Phone,,Likely Voters,1500,58,41,,3
CBS News,None,2009-05-06,2009-05-12,Live Phone,,Adults,1874,63,26,11,2
CBS News,None,2009-05-06,2009-05-12,Live Phone,,Adults (Democrats),656,87,5,8,
CBS News,None,2009-05-06,2009-05-12,Live Phone,,Adults (Republicans),497,34,54,12,
CBS News,None,2009-05-06,2009-05-12,Live Phone,,Adults (Independents),721,59,28,13,
Gallup,None,2009-05-06,2009-05-08,Live Phone,,Adults,1500,66,28,,3
Rasmussen,None,2009-05-06,2009-05-08,Automated Phone,,Likely Voters,1500,58,41,,3
Gallup,None,2009-05-07,2009-05-09,Live Phone,,Adults,1500,66,28,,3
Rasmussen,None,2009-05-07,2009-05-09,Automated Phone,,Likely Voters,1500,58,41,,3
Rasmussen,None,2009-05-08,2009-05-11,Automated Phone,,Likely Voters,1500,56,43,,3
Gallup,None,2009-05-08,2009-05-10,Live Phone,,Adults,1500,66,27,,3
Rasmussen,None,2009-05-09,2009-05-12,Automated Phone,,Likely Voters,1500,57,42,,3
Gallup,None,2009-05-09,2009-05-11,Live Phone,,Adults,1500,65,29,,3
Democracy Corps (D),Democrat,2009-05-10,2009-05-12,Live Phone,,Likely Voters,1000,59,33,8,3
Democracy Corps (D),Democrat,2009-05-10,2009-05-12,Live Phone,,Likely Voters (Democrats),372,89,5,6,
Democracy Corps (D),Democrat,2009-05-10,2009-05-12,Live Phone,,Likely Voters (Republicans),332,23,66,11,
Democracy Corps (D),Democrat,2009-05-10,2009-05-12,Live Phone,,Likely Voters (Independents),273,58,34,8,
Gallup,None,2009-05-10,2009-05-12,Live Phone,,Adults,1500,64,29,,3
Harris (Internet),None,2009-05-11,2009-05-18,Internet,,Adults,2681,59,41,,
Harris (Internet),None,2009-05-11,2009-05-18,Internet,,Adults (Democrats),,88,12,,
Harris (Internet),None,2009-05-11,2009-05-18,Internet,,Adults (Republicans),,27,73,,
Harris (Internet),None,2009-05-11,2009-05-18,Internet,,Adults (Independents),,57,43,,
Gallup,None,2009-05-11,2009-05-17,Live Phone,,Adults (Democrats),,91,,,
Gallup,None,2009-05-11,2009-05-17,Live Phone,,Adults (Republicans),,25,,,
Gallup,None,2009-05-11,2009-05-17,Live Phone,,Adults (Independents),,61,,,
Gallup,None,2009-05-11,2009-05-13,Live Phone,,Adults,1500,64,28,,3
Rasmussen,None,2009-05-11,2009-05-13,Automated Phone,,Likely Voters,1500,57,42,,3
Gallup,None,2009-05-12,2009-05-14,Live Phone,,Adults,1500,63,29,,3
Rasmussen,None,2009-05-12,2009-05-14,Automated Phone,,Likely Voters,1500,57,43,,3
FOX,None,2009-05-12,2009-05-13,Live Phone,,Registered Voters,900,60,30,9,3
FOX,None,2009-05-12,2009-05-13,Live Phone,,Registered Voters (Democrats),375,93,5,2,5
FOX,None,2009-05-12,2009-05-13,Live Phone,,Registered Voters (Republicans),274,23,63,13,6
FOX,None,2009-05-12,2009-05-13,Live Phone,,Registered Voters (Independents),213,57,30,13,7
Gallup,None,2009-05-13,2009-05-15,Live Phone,,Adults,1500,65,28,,3
Rasmussen,None,2009-05-13,2009-05-15,Automated Phone,,Likely Voters,1500,55,44,,3
PPP (D),Democrat,2009-05-14,2009-05-18,Automated Phone,,Registered Voters,1000,55,38,8,3.1
PPP (D),Democrat,2009-05-14,2009-05-18,Automated Phone,,Registered Voters (Democrats),,84,11,6,
PPP (D),Democrat,2009-05-14,2009-05-18,Automated Phone,,Registered Voters (Republicans),,19,71,9,
PPP (D),Democrat,2009-05-14,2009-05-18,Automated Phone,,Registered Voters (Independents),,55,36,9,
CNN,None,2009-05-14,2009-05-17,Live Phone,,Adults,1010,62,35,3,3
Rasmussen,None,2009-05-14,2009-05-16,Automated Phone,,Likely Voters,1500,56,43,,3
Gallup,None,2009-05-14,2009-05-16,Live Phone,,Adults,1500,63,30,,3
Gallup,None,2009-05-15,2009-05-17,Live Phone,,Adults,1500,64,28,,3
Rasmussen,None,2009-05-15,2009-05-17,Automated Phone,,Likely Voters,1500,57,42,,3
CNN,None,2009-05-16,2009-05-18,Live Phone,,Adults,1073,66,29,5,3
Gallup,None,2009-05-16,2009-05-18,Live Phone,,Adults,1500,63,29,,3
Rasmussen,None,2009-05-16,2009-05-18,Automated Phone,,Likely Voters,1500,58,41,,3
ARG,None,2009-05-17,2009-05-20,Live Phone,,Adults,1100,61,32,7,2.6
ARG,None,2009-05-17,2009-05-20,Live Phone,,Adults (Democrats),495,91,1,,
ARG,None,2009-05-17,2009-05-20,Live Phone,,Adults (Republicans),341,23,67,,
ARG,None,2009-05-17,2009-05-20,Live Phone,,Adults (Independents),231,57,42,,
YouGov/Economist,None,2009-05-17,2009-05-19,Internet,,Adults,1000,56,38,7,
YouGov/Economist,None,2009-05-17,2009-05-19,Internet,,Adults (Democrats),343,88,11,2,
YouGov/Economist,None,2009-05-17,2009-05-19,Internet,,Adults (Republicans),265,18,78,5,
YouGov/Economist,None,2009-05-17,2009-05-19,Internet,,Adults (Independents),334,51,41,8,
Gallup,None,2009-05-17,2009-05-19,Live Phone,,Adults,1500,65,29,,3
Rasmussen,None,2009-05-17,2009-05-19,Automated Phone,,Likely Voters,1500,58,41,,3
Gallup,None,2009-05-18,2009-05-24,Live Phone,,Adults (Democrats),,91,,,
Gallup,None,2009-05-18,2009-05-24,Live Phone,,Adults (Republicans),,27,,,
Gallup,None,2009-05-18,2009-05-24,Live Phone,,Adults (Independents),,62,,,
Gallup,None,2009-05-18,2009-05-20,Live Phone,,Adults,1500,64,29,,3
Rasmussen,None,2009-05-18,2009-05-20,Automated Phone,,Likely Voters,1500,56,42,,3
Gallup,None,2009-05-19,2009-05-21,Live Phone,,Adults,1500,64,30,,3
Rasmussen,None,2009-05-19,2009-05-21,Automated Phone,,Likely Voters,1500,57,41,,3
Gallup,None,2009-05-20,2009-05-22,Live Phone,,Adults,1500,62,28,,3
Rasmussen,None,2009-05-20,2009-05-22,Automated Phone,,Likely Voters,1500,57,41,,3
Gallup,None,2009-05-21,2009-05-23,Live Phone,,Adults,1500,64,27,,3
Rasmussen,None,2009-05-21,2009-05-23,Automated Phone,,Likely Voters,1500,57,42,,3
Gallup,None,2009-05-22,2009-05-24,Live Phone,,Adults,1500,64,27,,3
Rasmussen,None,2009-05-22,2009-05-24,Automated Phone,,Likely Voters,1500,56,43,,3
Gallup,None,2009-05-23,2009-05-26,Live Phone,,Adults,1500,65,28,,3
Rasmussen,None,2009-05-23,2009-05-25,Automated Phone,,Likely Voters,1500,55,44,,3
Gallup,None,2009-05-24,2009-05-27,Live Phone,,Adults,1500,64,30,,3
Rasmussen,None,2009-05-24,2009-05-26,Automated Phone,,Likely Voters,1500,56,43,,3
Gallup,None,2009-05-25,2009-05-31,Live Phone,,Adults (Democrats),,90,,,
Gallup,None,2009-05-25,2009-05-31,Live Phone,,Adults (Republicans),,29,,,
Gallup,None,2009-05-25,2009-05-31,Live Phone,,Adults (Independents),,62,,,
Rasmussen,None,2009-05-25,2009-05-27,Automated Phone,,Likely Voters,1500,56,43,,3
Quinnipiac,None,2009-05-26,2009-06-01,Live Phone,,Registered Voters,3097,59,31,10,1.8
Quinnipiac,None,2009-05-26,2009-06-01,Live Phone,,Registered Voters (Democrats),,91,3,5,
Quinnipiac,None,2009-05-26,2009-06-01,Live Phone,,Registered Voters (Republicans),,23,65,11,
Quinnipiac,None,2009-05-26,2009-06-01,Live Phone,,Registered Voters (Independents),,57,30,13,
Gallup,None,2009-05-26,2009-05-28,Live Phone,,Adults,1500,64,29,,3
